ID,TITLE,LENGTH,RELEASE_DATE,ID_A
,Stop Unit,14:30:42,2017-07-26,350
,Need First,04:28:13,2017-12-23,1413
,Production Risk,20:06:43,2012-06-17,1400
,Statement Here,08:37:55,2008-09-06,110
,Outside Seem,20:50:26,2020-10-16,947
,Must Example,00:21:31,2001-12-13,1997
,Middle Garden,17:21:28,1996-06-15,767
,Expert Recognize,23:59:29,2006-07-14,1871
,Outside Off,08:17:10,2008-09-12,617
,Must Not,21:30:37,2013-12-13,1865
,Quite Cup,03:32:35,2000-02-10,2499
,Admit Nothing,06:40:51,1997-11-05,2189
,Population Whose,18:23:07,1998-01-01,2384
,Energy Type,14:21:56,2000-08-24,898
,Form Call,00:42:30,2021-01-18,408
,Area Democratic,07:26:16,2005-04-30,1253
,Represent Energy,20:18:26,2014-09-05,2273
,Cell Myself,09:20:59,1999-02-21,2241
,Force Create,15:16:33,1996-11-17,2334
,Yard Become,08:57:03,1998-07-25,22
,Foot Official,01:45:55,2005-05-15,355
,Its After,23:19:39,1997-01-31,113
,Of Several,04:00:05,2008-10-02,1033
,Coach Than,18:57:54,2000-11-23,252
,Behavior System,19:17:16,1994-11-24,605
,Business Describe,16:13:59,1995-02-21,240
,Avoid I,06:20:03,2016-12-14,1134
,Field Space,05:49:59,2023-03-17,1751
,Represent Own,02:05:15,2012-03-13,1194
,Record Join,07:03:33,2013-12-20,1288
,Occur Add,08:04:24,2018-08-19,1848
,Peace Red,09:20:53,2023-11-22,13
,Military Consider,05:17:49,2009-03-15,649
,Own Throughout,23:43:21,2023-12-20,1158
,Article Hard,09:42:33,2003-05-06,1651
,Bag Concern,22:59:32,2015-06-15,1056
,Western Difference,01:30:17,2014-05-03,1881
,Improve First,17:24:49,2010-09-16,1010
,Situation Two,06:29:26,2021-06-03,1600
,Expert Person,21:32:09,2006-06-14,117
,Determine Lot,20:12:45,2004-02-27,1861
,If Entire,16:56:37,2006-11-16,1453
,Account Daughter,02:11:11,2016-11-03,158
,Staff Cup,12:04:49,1998-07-31,1872
,American Suddenly,16:22:10,2018-10-19,2246
,Show Meet,15:50:00,2010-10-09,1240
,South Deep,23:11:04,2000-04-13,1538
,Morning Factor,16:17:51,2021-04-11,72
,Mouth Here,23:09:48,2006-01-16,2235
,Every Method,16:59:58,2006-08-02,1568
,Citizen Nice,02:00:58,2003-09-06,1768
,Adult Word,15:48:15,2008-02-28,97
,On Lay,12:26:10,2013-05-01,1516
,Technology No,11:52:16,2023-04-27,895
,Network Picture,03:32:31,2021-09-28,1018
,Character High,20:03:25,2000-03-19,1605
,Eye Box,13:47:52,2019-06-07,1886
,Education Friend,12:42:55,2004-11-26,1779
,Put Evidence,10:42:59,1999-01-17,950
,Woman Raise,23:06:04,2012-11-25,310
,Director Apply,07:29:01,1999-12-20,1418
,Hit Peace,06:55:12,1996-04-03,232
,Ago Play,21:46:37,2010-04-18,1958
,Member Minute,22:14:53,2001-09-10,2410
,Medical Theory,23:24:40,2015-10-24,1332
,Analysis Training,19:42:29,2019-05-17,1861
,Sound Life,15:34:30,2022-08-03,1531
,Stay Although,01:06:42,2014-01-01,1440
,Size Top,21:38:13,2020-07-17,1068
,Half Guy,20:06:14,2021-07-19,2403
,Attention Success,16:14:20,2002-07-10,1217
,List Type,00:17:26,2010-02-08,1165
,A System,01:05:19,2023-05-15,365
,Sure Risk,11:09:00,2003-02-26,33
,Key Little,15:36:14,2020-06-14,402
,Often Mention,13:00:01,2013-02-09,1376
,School Cup,15:40:23,2022-03-19,2133
,Color Week,13:54:58,2003-07-11,604
,Sport During,01:02:14,2015-10-15,630
,Thus Ability,00:57:48,2007-05-12,641
,Career Stuff,16:32:36,1999-08-29,2408
,Be Staff,02:12:29,2014-06-02,1328
,City Kind,06:30:49,1995-06-10,161
,Change Culture,14:12:28,1999-07-24,566
,Cause Simply,12:55:02,2014-08-06,468
,Against Light,10:53:33,1994-12-22,1338
,Whose Wish,23:30:58,2012-11-12,2427
,World At,22:11:26,2003-12-31,1377
,Off Official,04:02:42,2004-08-13,1629
,Interview Plan,16:05:06,2018-02-16,2012
,Skill Stop,08:42:27,2004-11-24,2018
,Give Case,17:23:29,2019-12-05,1142
,Station Officer,14:22:17,1999-09-03,2072
,Understand Affect,14:27:02,2005-06-29,1363
,Recognize Trial,17:34:35,2005-01-30,772
,Challenge Prove,21:51:48,2017-01-06,1855
,Knowledge Common,12:46:59,2010-10-07,501
,Executive Challenge,02:42:00,2010-10-21,456
,Bed Type,20:31:46,1995-09-20,1983
,Market Establish,12:51:48,2007-11-06,897
,Certain Fast,23:59:45,2006-03-25,1153
,Movie Through,23:00:55,1997-11-29,1649
,Central Here,15:50:41,2002-03-12,1140
,Star Perhaps,18:06:37,2010-02-27,234
,Population Family,17:01:13,2010-05-12,2151
,After Foot,10:19:48,1999-04-10,1171
,Take Model,06:24:04,1999-09-03,1738
,Both Total,07:52:24,2020-01-09,2222
,Story Mouth,06:19:35,2011-07-09,416
,Pull My,17:46:08,2022-04-11,1715
,Former Must,05:28:52,2007-11-25,369
,Culture Scene,11:30:06,2018-01-12,509
,Suggest White,08:33:38,2006-09-20,969
,Professor Best,04:56:28,1997-01-02,1918
,Color Animal,01:09:25,1997-05-18,1793
,Job Audience,22:12:40,2022-02-09,1898
,You Measure,09:22:02,2007-05-19,1567
,It Everybody,19:56:38,2014-06-28,1961
,Citizen Increase,06:31:16,2002-05-10,1298
,Wall Crime,07:33:06,2015-06-15,1085
,Common How,15:20:48,1995-11-26,2389
,Seven Majority,05:25:57,1999-05-25,2114
,Itself Friend,12:03:27,2022-02-09,2197
,Behind Color,17:24:25,1997-08-01,269
,System Question,08:20:07,2000-07-13,1569
,Loss Help,05:18:08,1999-06-28,937
,Assume Opportunity,08:03:25,1994-03-09,1969
,High Base,20:13:24,2013-07-22,2468
,Hundred Score,03:44:31,2006-02-23,1945
,Necessary Else,04:24:21,2023-06-29,879
,Figure Drive,04:00:24,1999-11-10,573
,Us Read,21:30:43,2006-02-14,1753
,Child Product,16:03:46,2010-11-22,1413
,Allow Part,05:27:56,2019-09-29,2190
,Environment Always,17:00:23,1996-11-09,1635
,Add Price,03:54:36,1994-09-20,2322
,Upon People,14:45:06,2010-10-23,2473
,Service Goal,14:05:20,2016-07-28,183
,Threat Country,04:11:12,2009-11-15,332
,Visit Window,07:00:05,1999-09-16,1324
,Attention Mouth,15:40:02,2011-12-22,470
,Career Serious,10:28:37,1994-02-10,366
,Half Stop,19:19:02,2002-11-30,1808
,Cold Major,10:05:43,2001-11-26,1066
,But Order,15:12:27,2017-08-22,314
,Send Tend,14:10:30,2008-07-21,1370
,Yard Up,10:33:01,1995-03-28,1690
,Yes Pick,22:53:57,2017-06-19,1670
,Manager So,22:45:17,1995-03-11,612
,Information Difference,13:08:40,2004-05-03,652
,Future Fast,06:11:02,2009-03-04,2069
,Big Box,06:12:32,2020-11-12,254
,Will Seven,01:59:35,1997-05-31,697
,Every Treat,07:50:48,2001-01-15,188
,Night Fine,23:41:02,1997-03-14,424
,Call Those,18:06:06,2018-03-14,1525
,Information Available,10:53:18,2018-09-28,105
,Western Church,12:36:27,2012-07-07,2105
,Also Of,23:17:58,2004-02-05,639
,Off Which,00:49:53,2004-11-07,285
,Woman Impact,01:15:31,2017-11-30,1373
,Pay Organization,03:46:36,2023-01-24,2333
,Law Enter,04:00:43,2004-11-22,1575
,Ten Director,00:16:32,2014-02-17,1542
,Grow Attack,14:17:45,2016-12-07,824
,Take Leave,05:58:03,1996-12-27,1361
,Interesting Type,17:50:50,2001-01-07,2285
,House Part,15:03:59,2001-06-22,1878
,Republican Service,14:37:10,2016-12-29,2337
,Training Certainly,05:53:37,2002-10-11,465
,Get Direction,08:43:02,2020-02-11,1209
,Data Couple,21:18:31,2012-10-01,407
,Experience Work,22:48:26,1993-12-22,1699
,Nature View,11:41:08,2012-04-09,1173
,Ok Company,15:37:34,2019-12-28,1996
,Very Eye,23:08:40,2015-10-21,1254
,Loss Lawyer,14:33:16,2000-01-18,739
,Air Develop,08:19:08,2021-06-16,1173
,Skill Grow,17:33:38,2001-04-07,2209
,Wall Training,10:05:33,1996-02-26,1814
,Allow Four,19:05:26,1997-02-20,2285
,Themselves Different,15:12:11,2014-07-24,1641
,Form During,20:58:33,2014-08-08,151
,Money Seat,08:29:28,2000-12-18,286
,Big Road,02:20:56,2015-11-17,1511
,Note Step,20:57:55,2004-03-07,1244
,Participant Actually,11:59:35,2010-07-21,1684
,Serve Street,08:49:20,2011-06-21,260
,Center Summer,12:39:28,2004-03-22,2168
,Determine Eye,23:11:40,2012-08-12,821
,Prepare Mean,01:37:28,1996-04-20,220
,Sign Resource,02:13:06,2023-06-07,1020
,Laugh Maintain,12:49:49,2008-01-24,404
,Community Memory,13:42:00,2000-12-16,1376
,Soon Account,11:41:56,2004-07-10,2471
,Film Discuss,16:41:24,2002-07-31,661
,Eight Will,21:01:37,2020-02-04,554
,Activity Across,17:32:43,2023-02-26,1945
,She Begin,05:11:03,2016-03-08,116
,Him Nothing,07:31:47,1999-10-07,1518
,Certain Meet,17:40:27,2017-03-16,1842
,Real Enjoy,12:29:12,2012-11-26,1491
,Between Require,03:46:28,2005-04-20,1958
,Walk Goal,18:10:05,2006-08-24,23
,Trade Fly,10:08:54,1998-06-08,2088
,Full Phone,15:07:49,2021-03-16,215
,Generation Baby,03:13:40,2013-08-14,1263
,Arm Agreement,22:46:32,2002-04-09,693
,Shake Blue,01:17:33,2022-07-05,985
,Onto Yeah,02:19:43,2021-06-30,1728
,Buy Environmental,15:10:36,2023-06-21,1325
,Indicate Phone,19:14:40,2014-07-14,1420
,Plan Fund,12:41:30,2017-10-10,1248
,Tv Or,17:35:45,2022-10-28,640
,Machine Produce,06:03:18,1998-09-02,48
,It Garden,09:24:31,2006-01-18,2232
,Mother Eye,01:13:34,1997-11-10,1875
,Employee Senior,07:49:31,2010-07-02,930
,Firm Just,20:47:45,2016-12-17,1156
,Start Upon,11:33:37,2008-03-24,2309
,House Need,20:36:09,2015-11-15,485
,Like West,08:46:39,2001-05-22,1311
,Hand Peace,04:44:52,2023-05-06,389
,President Person,11:06:41,2001-11-07,2497
,Father Strong,03:59:08,2005-03-03,702
,Discussion Everything,06:13:47,2011-01-25,580
,Western Worker,06:51:30,2003-02-09,105
,We Theory,08:41:17,1995-01-30,2396
,Mission Dream,00:05:34,2008-02-14,1354
,Lose Fall,01:08:16,2016-06-11,2136
,Including Become,08:16:53,2009-04-18,145
,Civil Hospital,03:38:28,2018-04-02,1991
,Operation Compare,07:30:07,1998-07-09,221
,Officer Build,08:28:49,1998-09-29,835
,Director Commercial,22:33:35,2004-05-07,2352
,Blood So,06:48:07,2020-08-09,1114
,Song Teacher,00:05:05,2002-05-12,1320
,Buy Draw,12:26:12,1994-05-01,1489
,Current For,03:39:21,2013-06-09,1658
,Ready If,21:07:03,1999-08-17,1108
,Must Term,19:21:48,2023-03-30,1531
,Method Ten,00:25:57,2000-04-23,1483
,Quickly Lose,03:10:39,1998-08-04,2413
,Which Course,19:52:59,2018-02-11,1182
,Large Research,05:14:05,1997-11-09,2198
,Clearly Including,15:47:53,2014-10-18,321
,Culture War,16:45:06,2006-02-18,1282
,Boy Teach,11:17:35,2016-05-05,2279
,Red Minute,02:33:23,2003-01-22,913
,Effort Foreign,14:13:59,2017-11-21,1849
,Follow Ground,22:52:00,2018-12-11,1520
,Large Major,17:26:26,1999-04-29,1969
,Issue Own,17:48:06,2007-11-13,1499
,Game House,12:56:47,2014-11-11,2442
,Less Project,12:07:08,2022-04-22,1019
,Throughout Strategy,02:22:25,2021-09-18,943
,Defense Art,20:26:52,2013-03-12,101
,Forget Minute,13:52:06,2007-11-18,1832
,Impact Shake,10:53:51,2023-06-19,1100
,Include High,13:36:04,2017-09-24,740
,Executive Gas,23:29:25,2005-05-19,1092
,Happen Good,10:59:05,2007-01-08,2116
,Green Would,14:03:23,2012-09-03,597
,Board Heavy,20:27:19,1996-12-08,344
,Three Different,16:19:49,2007-07-07,1801
,Person Put,00:10:14,1997-12-11,251
,Key Though,00:40:31,2003-03-02,1708
,Painting Military,09:40:15,2023-10-28,2051
,Memory Camera,22:30:37,1999-05-01,298
,Pattern Tough,09:49:12,2023-11-10,2401
,Risk Tonight,19:24:08,2010-01-02,226
,Family West,13:27:07,2019-01-24,1023
,Administration Sell,11:56:15,2002-12-25,1956
,Plant Land,20:49:58,2000-05-04,309
,Expert Attack,11:16:29,1995-09-21,268
,When Magazine,23:23:52,2007-06-24,2482
,Evening Project,12:06:46,1996-03-05,1170
,Important Store,13:58:40,2002-04-07,2086
,Star Call,23:53:09,2013-06-30,96
,Kind Condition,00:16:18,2015-03-14,833
,Man Win,10:40:18,2009-07-08,2445
,Blue Myself,19:37:54,2007-05-14,961
,Door Eye,01:00:50,2002-10-14,2118
,Hot Establish,18:14:11,1999-03-30,2365
,Skill She,02:38:05,2003-07-16,1008
,How Want,08:08:48,2013-05-31,158
,Lawyer Training,07:55:56,2022-05-15,30
,War Account,06:54:52,2005-12-24,2092
,Pass With,05:42:07,2015-12-31,1388
,Available Successful,10:21:14,1997-05-30,1466
,Kitchen Eight,18:38:30,2019-12-19,2098
,Work Peace,10:57:45,2013-09-11,2201
,Buy Whatever,06:32:40,2010-05-15,2143
,Quickly Oil,12:28:09,2016-11-02,648
,To Attention,22:52:34,2000-05-07,2123
,Bank Develop,22:46:35,1998-05-24,1884
,Fear Same,00:18:14,2016-12-27,2012
,And Page,08:36:48,2002-05-23,1563
,Cut Create,03:07:40,2017-12-30,598
,Have Value,15:57:12,1997-09-30,1686
,Green Science,21:00:17,2016-10-15,241
,Apply However,13:43:48,1995-08-17,1086
,Bar Perhaps,19:44:59,2008-03-03,2216
,Know Situation,20:10:17,2005-08-20,1947
,Us Find,18:35:30,1995-03-22,1919
,Establish Writer,10:33:26,2005-11-22,2291
,Character Fall,05:11:55,2011-06-06,2285
,Act Walk,13:40:59,2020-12-02,1790
,News Spend,05:07:48,2002-08-22,409
,Air Possible,21:02:20,1996-10-31,1265
,Indeed Debate,22:07:27,2019-12-27,1487
,Several World,12:02:36,2023-11-24,1441
,Least Course,06:04:08,1997-05-29,1516
,Meeting Church,11:14:21,2012-10-30,2176
,Share Trip,20:22:46,2006-02-02,371
,Must Republican,02:23:25,2016-01-14,470
,Lot Science,15:00:29,2020-08-04,204
,Party Try,05:39:00,2006-03-17,2411
,Everything Art,17:14:29,1999-07-10,809
,Interest Happen,03:32:30,2001-05-23,1058
,Executive Land,16:30:06,2017-09-28,93
,Tonight Skill,06:52:23,2017-03-31,1554
,Play Husband,04:14:07,1994-02-28,669
,Visit Authority,09:37:54,1997-01-11,1833
,Fly Exactly,00:38:56,2001-01-26,134
,Best Television,14:02:38,1994-12-02,800
,Very Indeed,02:22:11,1996-04-09,2245
,Though Travel,13:10:52,1999-10-24,1869
,Individual Fine,21:03:51,1995-03-29,111
,Congress Laugh,08:24:11,2020-04-02,828
,Game Note,22:03:14,2015-09-02,1928
,Congress With,18:33:01,2018-02-06,2178
,Growth Want,04:04:12,2013-11-08,603
,Beat Research,20:48:47,1997-05-23,2406
,Republican Close,00:30:32,2000-11-18,1457
,Here Standard,08:11:49,2023-01-20,512
,Real Coach,07:03:29,2003-08-11,1878
,Seem Every,20:57:55,2013-11-02,941
,Animal Person,03:03:23,2009-05-08,1054
,Federal American,10:07:35,2017-06-23,496
,Last Road,22:58:02,2009-06-24,718
,Letter Answer,14:23:20,2009-07-05,1832
,Back Into,13:55:16,2004-10-22,799
,Loss See,05:42:23,2000-06-29,689
,Science Ahead,10:34:08,2000-11-05,512
,Book Receive,16:35:15,2018-12-10,513
,Able Hour,23:47:10,2004-12-29,400
,Do Those,02:47:54,2004-04-13,2290
,Nature True,02:57:03,2007-01-14,2104
,Even Which,00:37:29,1999-04-13,1904
,Adult Speech,00:47:27,2000-03-23,696
,Player Enjoy,07:34:17,2020-10-27,1860
,Remember Success,04:24:21,2016-04-21,115
,Mission Matter,19:05:56,2023-03-09,878
,Degree Difference,17:12:25,2015-12-27,1240
,Relationship Today,15:29:42,2006-08-26,209
,Matter Almost,09:57:52,2018-03-03,379
,Board Maintain,19:43:43,2000-11-18,1115
,Why Explain,21:37:12,2006-05-30,1621
,Feel Protect,11:47:40,2004-08-11,799
,While Sound,07:25:48,2005-05-16,521
,Oil Pretty,15:41:37,2018-12-15,530
,Manage Book,11:09:53,2000-05-23,1053
,Center Study,10:27:44,2012-11-30,1870
,Appear Glass,01:14:39,2012-02-01,1743
,Blue Physical,00:28:46,2016-02-10,4
,Record Sign,23:01:00,2011-01-02,56
,Thousand Phone,05:46:53,1998-08-09,1989
,Through Form,07:39:55,2003-05-16,2424
,Assume Quickly,08:38:37,2018-06-09,1495
,Friend Rate,01:07:18,2012-10-04,2487
,Myself Probably,15:16:21,2017-04-08,210
,Director Capital,04:25:17,2000-02-04,463
,Could People,22:56:23,1996-02-23,1901
,Son Figure,12:12:20,2011-08-31,1299
,Anything Manager,22:34:48,1995-03-31,1663
,Interest Result,05:56:47,2010-05-27,1407
,Half Offer,01:59:48,1997-01-24,1505
,Do Fight,07:10:36,2016-01-26,1711
,Ask Respond,17:19:17,2005-08-07,968
,Building Its,05:18:58,1997-02-10,2084
,Difficult Through,14:43:45,2018-03-17,1565
,Go Wrong,01:08:20,1997-03-05,2462
,Material Seem,10:25:28,2002-04-24,1995
,Draw Check,12:47:29,2023-03-17,399
,Its Teacher,15:44:54,1997-05-26,1870
,Occur Design,21:19:10,2012-12-26,1998
,Fact Five,14:26:11,2003-08-06,2257
,Recent Whose,16:54:38,2003-12-26,2005
,Once Their,18:47:56,2006-12-14,1216
,News Week,10:04:00,2013-10-04,2180
,Four Week,00:43:06,2016-08-01,1853
,Event Ready,10:10:16,2002-06-27,1481
,Heavy Him,18:27:26,2022-03-24,2052
,Western Seem,17:54:38,1997-02-06,1745
,Dark Because,03:56:13,2001-08-13,1969
,On Me,21:14:46,2003-08-11,1872
,Page Physical,10:19:32,1998-01-02,1047
,Approach Mission,08:10:42,1994-08-17,742
,Book President,06:51:48,2023-05-17,699
,Tend Free,15:38:27,2013-01-30,2427
,At Example,20:02:47,2022-12-06,2186
,Contain Mouth,14:55:16,2015-03-24,1225
,Article National,17:31:46,2011-12-01,460
,Compare Soon,04:03:36,2011-11-07,134
,Leader Life,17:28:16,2004-03-21,790
,Manager Effect,13:33:46,2016-11-20,1825
,Such Machine,14:44:55,2015-11-11,655
,Lay Media,16:38:59,2003-01-28,760
,Environment Tend,23:35:53,2020-07-03,1841
,Administration Bag,09:42:37,2004-05-06,759
,Gun Goal,23:47:35,2005-11-22,1262
,Finish Price,04:48:26,1996-08-13,1462
,Chair Agency,20:38:06,2009-09-27,1793
,Kid Receive,23:46:22,1995-09-07,1365
,Mrs Happen,21:27:02,2021-09-04,2261
,Study While,12:31:19,2002-06-05,1772
,Color Security,19:42:19,2003-11-30,1964
,Fear Treat,01:00:51,2019-04-12,1081
,Threat Generation,12:57:52,1995-06-08,2037
,Face Season,11:33:20,2023-11-16,1122
,Brother Life,22:54:34,2006-06-30,2015
,Learn Many,03:17:37,1997-07-01,692
,Course Debate,15:43:53,1997-05-07,2259
,Street Adult,05:43:35,2004-01-24,1963
,Top Serve,00:03:59,2003-05-26,1342
,Seek Tend,12:56:27,2023-06-22,2439
,For Prepare,15:12:07,2002-01-22,2430
,Nice Popular,04:01:22,2005-03-22,929
,Goal Short,06:34:34,2000-02-22,1331
,College Must,00:58:48,2010-01-02,2037
,Event Military,19:40:42,1995-12-06,2284
,Population Player,18:38:33,2011-06-23,274
,Ten Ago,15:48:29,2007-07-27,2494
,Less Performance,08:36:33,2016-03-06,234
,Her My,00:55:24,2016-03-02,1998
,Everyone Surface,08:14:34,2014-04-16,1379
,Sometimes Its,06:10:32,2020-10-21,1369
,Economy Dog,07:42:24,2018-02-17,1172
,Agent Western,06:53:24,2020-05-18,634
,Man Issue,13:15:13,2021-03-14,1268
,Perform Know,16:44:50,2002-03-26,975
,Fine Paper,01:02:43,2006-03-17,1191
,Heavy Stop,08:12:50,2019-11-21,38
,Turn Whole,08:56:38,2018-06-03,315
,Interesting Despite,13:57:10,1994-05-04,510
,Explain Those,07:11:34,2004-02-01,963
,Set Character,14:05:56,2023-11-06,1268
,Debate Upon,03:52:20,1996-06-28,1706
,Their Fast,22:29:55,2012-03-28,418
,Light Whatever,00:11:00,2019-01-20,2044
,Move Along,10:16:09,2008-05-28,2333
,It Statement,15:16:34,2014-08-30,2466
,Yet Party,10:33:02,2016-09-17,383
,War Form,21:01:13,1998-03-07,1751
,Author Different,00:56:50,2016-11-04,2425
,Seek Similar,08:30:25,2001-05-21,2291
,Remain Explain,16:30:13,2015-08-26,245
,Food Condition,03:48:01,1996-12-05,1099
,Group Human,05:04:29,2000-05-14,1435
,Particular Town,14:37:24,1996-12-26,2174
,Room Group,08:23:40,2005-08-03,288
,Power Democratic,22:18:04,2002-01-30,1988
,Various Ask,18:20:26,2015-11-10,2068
,Bank Eat,05:02:09,1996-07-24,2331
,Of A,23:59:56,1995-12-06,1974
,Believe Court,09:15:44,2017-09-25,2098
,Beat Real,02:28:30,2017-04-18,1941
,Yeah Begin,04:34:19,2023-01-16,54
,Win Gun,10:30:58,2007-10-28,1534
,Down In,15:49:34,2013-05-19,1582
,Art He,00:39:51,2000-12-31,315
,Expert Travel,05:18:31,2013-03-30,2319
,Ground Team,20:45:21,2007-03-24,2411
,Necessary Sometimes,01:00:14,2010-02-04,176
,Cost College,12:29:31,2000-05-13,2423
,Dark Various,05:06:59,2005-02-10,1318
,Produce Left,19:11:01,2014-04-01,1692
,Eye Financial,02:03:25,1994-07-22,1289
,More Rate,06:12:27,2021-01-01,14
,Every Despite,19:59:45,1996-05-11,982
,Pay High,12:19:14,2004-07-04,2460
,Avoid Reflect,13:11:50,2021-07-17,1482
,Game Record,21:27:28,2004-01-09,2499
,Mouth Risk,00:21:51,2002-03-15,1505
,Fear Want,23:36:29,2011-08-11,565
,Night Stuff,11:05:49,2016-11-19,2105
,Success History,17:52:06,2002-10-22,1280
,Quality One,05:21:39,2013-10-12,18
,Ask Significant,02:25:26,1994-10-11,1605
,Teacher Travel,19:38:22,2022-04-24,1593
,Effort Weight,03:29:06,2014-07-22,1271
,Professor Base,18:43:27,2022-08-11,316
,Unit Position,22:24:47,2015-08-07,1307
,Side Radio,06:10:17,1995-10-22,140
,Remember Recent,18:54:05,2004-05-09,1856
,Participant Rich,21:00:25,2017-07-01,1993
,Only Pick,15:52:25,2013-06-03,1805
,Sea Might,11:42:59,2023-12-07,1279
,Party Reduce,18:43:59,1994-06-16,1573
,Realize Air,10:23:57,2013-05-22,694
,That It,20:28:57,1997-02-15,1653
,Spring Republican,21:13:05,2015-06-19,2265
,Man Nature,07:12:27,1998-02-14,736
,Onto Field,13:55:08,2007-09-28,1666
,Toward Usually,15:08:56,1994-11-14,266
,Together Be,07:08:38,1996-08-16,1910
,Interest Own,01:21:13,1997-12-26,1438
,Large Affect,04:24:45,2013-12-18,1462
,Put Real,13:33:01,2005-10-15,1088
,Feeling Present,16:22:14,1995-04-20,1201
,Morning Reason,05:39:51,2010-06-09,15
,Against Professor,03:06:58,2018-07-13,533
,Family Tend,00:50:02,2014-12-19,2171
,Consumer Who,20:38:00,2023-04-24,1216
,Note Example,21:52:29,2021-09-27,2324
,Evidence Now,20:25:06,2011-02-06,671
,Them May,07:11:22,2009-11-19,793
,Past Game,05:36:18,1999-08-05,1595
,Thousand City,10:03:29,1997-06-26,547
,Who Reason,11:08:34,1999-03-15,636
,Where Movie,14:26:53,1999-06-18,2456
,City Concern,22:44:23,2013-08-18,1701
,What Day,21:02:57,2003-07-09,871
,Way Have,14:18:08,2015-10-18,86
,Group Some,05:38:32,2007-01-26,1452
,Whole Cultural,02:55:14,2023-11-23,576
,Recently Story,17:27:17,1994-04-23,1855
,Ago Stand,04:25:53,2020-03-29,383
,Either Their,14:09:27,2008-01-25,1401
,Report Owner,04:16:56,2012-05-28,86
,Police Employee,17:48:39,1994-02-15,2389
,Explain Lead,01:00:00,2017-04-24,1802
,Position May,07:40:52,2001-12-16,2056
,Detail Administration,06:40:36,2019-05-23,1287
,These Paper,22:41:41,1998-08-08,276
,Impact Nor,10:32:58,1994-11-10,294
,Anything Relate,10:10:24,2010-11-22,687
,Simple Building,05:00:31,2012-01-31,186
,Trade Concern,16:35:36,1998-06-30,918
,Top Bring,11:51:03,2013-05-12,2476
,Kid Former,20:35:46,1996-06-30,403
,Policy Any,15:15:36,2004-07-04,417
,Best Idea,03:22:55,1996-10-02,305
,Couple Minute,07:21:02,2005-11-17,1601
,Top Hold,05:32:28,2008-03-02,698
,Benefit Series,21:01:12,2016-05-06,1771
,Friend Professor,17:33:45,2019-11-11,252
,Only Tell,09:41:27,1999-06-25,398
,Evidence Laugh,04:59:46,2018-05-10,751
,Itself Many,17:17:04,2002-04-27,183
,Hear Nature,10:08:05,2011-01-31,747
